ClimbRate,Sgz,P,Q,CurRoll,AbsRoll,DiffClb,DiffRollRate,DiffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,DiffSaTime1,DiffSaTime2,DiffSaTime3,DiffSaTime4,Sa,Goal
-179,7,-0.2,-0.05,0.5,-5,4,-0.013999999999999999,0.2,-0.0005,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.017, 0.019]"
-399,-33,-0.75,-0.15,-2.0,-20,18,0.027999999999999997,3.3,-0.0007,-0.0007,-0.0007,-0.0008,0.0,0.0,0.0001,0.0,-0.0008,"[0.017, 0.019]"
-149,10,-0.4,0.13,2.6,-7,-13,-0.03,-0.1,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,"[0.017, 0.019]"
-311,-16,0.02,0.03,1.7,-8,-1,-0.007,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.017, 0.019]"
-388,10,0.13,0.16,-0.7,-7,-17,-0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.019, 0.02]"
-24,-2,0.25,0.06,1.3,-18,2,-0.016,1.4,-0.002,-0.002,-0.002,-0.002,0.0,0.0,0.0,0.0,-0.002,"[0.024, 0.078]"
494,-56,0.28,-0.04,0.5,-5,4,0.006,0.4,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002,"[0.02, 0.024]"
155,-28,0.27,0.08,0.6,-19,11,0.003,-0.3,-0.0021,-0.0021,-0.0021,-0.0021,0.0,0.0,0.0,0.0,-0.0021,"[0.024, 0.078]"
329,-5,0.21,0.02,0.5,-9,2,0.008,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.024, 0.078]"
-23,-45,-0.13,0.23,-0.2,-18,-13,0.005,-0.5,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.02, 0.024]"
111,11,0.39,-0.13,2.2,-4,13,-0.009,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.012, 0.017]"
-299,6,0.03,0.06,0.4,-9,1,-0.005,-1.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.017, 0.019]"
-176,4,0.05,0.12,1.6,-7,-16,-0.013999999999999999,-0.6,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.017, 0.019]"
355,-7,-0.13,0.23,-0.2,-13,-4,-0.017,-1.3,-0.0009,-0.001,-0.001,-0.0011,0.0001,0.0,0.0001,0.0,-0.0011,"[0.02, 0.024]"
398,33,-0.1,0.01,-0.9,-12,6,0.022000000000000002,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
398,20,0.02,0.19,1.6,-13,-12,-0.007,-0.3,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0002,0.0,-0.0011,"[0.024, 0.078]"
238,-30,-0.33,0.01,-1.1,-12,5,0.009,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.02, 0.024]"
85,-14,0.27,0.0,-0.7,-8,2,0.004,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.024, 0.078]"
-23,-57,-0.34,-0.06,1.3,-9,11,-0.032,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.012, 0.017]"
-19,27,-0.06,-0.03,-0.8,-7,4,0.007,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
-540,-33,0.14,0.23,2.2,-8,-25,-0.024,0.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.019, 0.02]"
-260,-63,0.33,0.07,0.8,-10,-5,-0.015,0.1,-0.0009,-0.0009,-0.0009,-0.0009,-0.0002,0.0,0.0,0.0,-0.0009,"[0.012, 0.017]"
277,1,-0.34,0.16,-0.7,-20,3,0.011000000000000001,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.024, 0.078]"
-72,-4,0.1,0.05,0.6,-5,-6,-0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
276,-44,0.1,-0.05,-1.2,-14,12,-0.011000000000000001,0.1,-0.001,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,"[0.017, 0.019]"
-303,19,0.06,0.04,1.2,-12,1,0.017,-0.1,-0.0005,-0.0004,-0.0004,-0.0004,-0.0002,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
-272,2,-0.13,-0.18,-0.4,-8,17,0.015,2.4,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.012, 0.017]"
-200,-49,0.61,-0.04,-0.5,-6,1,0.003,1.5,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,-0.0002,0.0,-0.0003,"[0.019, 0.02]"
-412,-20,0.03,0.06,-0.6,-10,3,-0.002,-0.8,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.017, 0.019]"
-500,1,0.4,-0.05,0.6,-7,3,0.002,1.5,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,"[0.019, 0.02]"
234,-11,-0.3,0.0,0.3,-7,1,0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
110,-1,0.21,-0.04,-0.5,-7,6,0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
46,-6,0.37,0.17,-0.3,-11,-10,-0.004,-0.2,-0.0011,-0.001,-0.001,-0.0008,-0.0002,0.0,-0.0003,0.0,-0.0008,"[0.024, 0.078]"
585,58,-0.36,0.1,0.3,-6,-9,0.0,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
226,-7,0.41,-0.03,0.0,-6,5,0.0,-0.5,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
293,-2,0.11,-0.01,-0.4,-9,2,0.01,0.6,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
-186,-11,0.14,0.04,-0.9,-10,-1,0.012,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
355,5,-0.05,0.17,0.5,-13,-10,-0.007,-1.9,-0.0009,-0.0009,-0.0009,-0.0009,-0.0002,0.0,0.0,0.0,-0.0009,"[0.02, 0.024]"
-22,-41,-0.2,0.03,1.1,-11,2,-0.005,-0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.024, 0.078]"
594,-9,0.3,0.05,0.3,-13,-8,0.007,1.5,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.02, 0.024]"
-66,31,0.1,0.08,-1.0,-7,-8,0.008,0.0,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
58,-18,0.15,-0.02,-0.9,-12,7,0.013999999999999999,0.0,-0.0006,-0.0005,-0.0005,-0.0005,-0.0001,0.0,-0.0001,0.0,-0.0005,"[0.019, 0.02]"
53,-46,0.04,0.04,-0.4,-12,3,-0.013999999999999999,-0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.017, 0.019]"
39,16,0.15,0.02,-0.2,-15,8,0.013999999999999999,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.024, 0.078]"
-111,70,0.28,0.44,1.6,-13,-35,-0.036000000000000004,-1.3,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,"[0.017, 0.019]"
-334,-6,-0.36,0.1,0.5,-12,-6,-0.017,0.2,-0.0009,-0.001,-0.001,-0.0011,0.0001,0.0,0.0001,0.0,-0.0011,"[0.017, 0.019]"
203,-48,0.54,0.03,0.7,-18,9,-0.011000000000000001,0.4,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,"[0.019, 0.02]"
-479,-14,0.03,0.17,2.1,-4,-19,-0.015,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.02, 0.024]"
-114,-35,0.24,0.25,0.5,-17,-14,-0.031,1.2,-0.0011,-0.0015,-0.0015,-0.0015,0.0004,0.0,0.0,0.0,-0.0015,"[0.02, 0.024]"
155,-42,0.29,0.07,0.7,-17,7,0.0,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.02, 0.024]"
-172,-50,-0.01,0.28,-0.5,-18,-10,-0.018000000000000002,-0.1,-0.002,-0.002,-0.002,-0.002,0.0,0.0,0.0,0.0,-0.002,"[0.024, 0.078]"
-435,19,0.37,0.09,1.1,-10,-11,-0.007,0.8,-0.0007,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,"[0.019, 0.02]"
-208,-29,0.18,-0.09,2.8,-11,7,-0.01,2.0,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,"[0.024, 0.078]"
252,-34,0.84,0.13,-1.7,-20,5,0.02,-0.8,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
-187,6,-0.08,0.13,0.1,-8,-12,-0.007,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
42,-35,-0.2,0.02,0.6,-10,3,-0.01,-0.3,-0.0013,-0.0013,-0.0013,-0.0014,0.0001,0.0,0.0001,0.0,-0.0014,"[0.024, 0.078]"
-186,-12,-0.23,-0.1,0.5,-10,12,-0.007,0.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.017, 0.019]"
-452,-32,-0.02,0.16,-1.9,-10,-16,-0.016,0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.017, 0.019]"
201,62,-0.42,0.04,0.3,-11,-1,-0.01,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.02, 0.024]"
158,37,0.31,0.21,-0.4,-13,-13,0.009,-1.4,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.02, 0.024]"
-255,-17,-0.21,0.1,-0.8,-11,-4,0.008,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.024, 0.078]"
177,-28,-0.63,0.11,-0.1,-11,-11,-0.009,0.3,-0.0007,-0.0009,-0.0009,-0.0011,0.0001,0.0,0.0002,0.0,-0.0011,"[0.024, 0.078]"
181,5,-0.26,-0.04,-1.1,-13,11,0.006,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.019, 0.02]"
-28,-79,0.4,-0.09,0.7,-11,8,-0.018000000000000002,0.3,-0.0019,-0.0019,-0.0019,-0.0019,0.0,0.0,0.0,0.0,-0.0019,"[0.024, 0.078]"
72,-10,-0.28,0.13,-0.8,-7,-5,-0.007,-1.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.024, 0.078]"
-58,-59,0.56,0.19,0.6,-9,-21,-0.018000000000000002,0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.02, 0.024]"
-95,16,-0.15,0.02,0.4,-13,4,0.007,0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.019, 0.02]"
181,-23,-0.02,0.08,-0.5,-13,0,0.007,-0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.024, 0.078]"
50,1,0.19,0.14,1.4,-6,-15,-0.011000000000000001,-0.2,-0.0006,-0.0005,-0.0005,-0.0005,-0.0001,0.0,0.0,0.0,-0.0005,"[0.02, 0.024]"
-37,-34,-0.31,0.2,1.5,-18,-4,-0.013999999999999999,-0.1,-0.0022,-0.0022,-0.0022,-0.0022,0.0,0.0,0.0,0.0,-0.0022,"[0.024, 0.078]"
-160,14,-0.17,0.06,0.4,-7,-6,-0.006,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.017, 0.019]"
-275,-62,-0.26,0.1,2.1,-11,-6,-0.027999999999999997,0.0,-0.0012,-0.0013,-0.0013,-0.0013,0.0001,0.0,0.0,0.0,-0.0013,"[0.017, 0.019]"
-267,-26,-0.63,0.03,0.6,-12,3,-0.011000000000000001,-0.1,-0.0011,-0.0012,-0.0012,-0.0012,0.0001,0.0,0.0,0.0,-0.0012,"[0.024, 0.078]"
268,-27,0.14,0.0,0.1,-7,2,0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
337,-3,-0.24,-0.16,-0.4,-8,20,0.005,-0.2,-0.0004,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.017, 0.019]"
-137,-7,0.23,0.23,-0.2,-16,-10,-0.01,-0.2,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,"[0.024, 0.078]"
52,-20,-0.04,-0.16,-0.7,-13,12,0.004,4.4,-0.0007,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,"[0.017, 0.019]"
-111,-24,0.45,0.06,-0.8,-9,-4,0.008,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
-260,-20,0.12,0.01,0.3,-6,1,-0.005,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.012, 0.017]"
392,32,0.35,0.09,1.7,-10,-6,-0.012,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.02, 0.024]"
-8,-80,-0.25,0.03,-0.7,-17,10,0.007,0.5,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.02, 0.024]"
-513,-15,-0.06,0.08,0.4,-13,-3,-0.005,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.017, 0.019]"
224,-32,-0.08,-0.1,-0.2,-7,13,0.004,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.019, 0.02]"
113,-18,0.22,-0.09,0.8,-6,11,0.0,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
327,-26,0.22,-0.01,0.5,-8,2,0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
-434,-66,0.71,0.05,0.7,-15,8,0.003,-1.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.019, 0.02]"
-86,-29,0.46,0.22,-0.3,-13,-17,0.0,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
-106,-45,-0.34,0.0,1.0,-12,6,-0.013000000000000001,0.0,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.017, 0.019]"
-179,-8,0.14,0.08,0.2,-6,-9,0.001,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
456,-63,0.15,0.01,-2.4,-15,10,0.034,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.02, 0.024]"
76,-14,0.6,0.01,0.5,-9,6,0.007,-0.9,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
-419,-15,-0.37,0.19,-0.4,-19,-13,-0.004,0.6,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,"[0.02, 0.024]"
108,-20,0.22,-0.12,1.6,-6,15,-0.015,-0.5,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.019, 0.02]"
307,-37,0.52,-0.03,1.4,-9,1,-0.003,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.024, 0.078]"
206,-3,0.02,0.01,-0.1,-9,2,0.0,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.017, 0.019]"
113,-1,0.34,0.25,-2.2,-11,-10,0.017,-3.8,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
213,30,0.34,0.14,-0.6,-17,-3,0.013000000000000001,-0.1,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
-21,2,-0.06,0.11,-0.1,-6,-11,-0.006,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.024, 0.078]"
244,50,0.26,0.23,-0.5,-11,-32,0.007,2.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.024, 0.078]"
-227,-17,0.31,0.16,0.4,-19,1,-0.009,-0.4,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,"[0.019, 0.02]"
147,-14,0.27,-0.09,-1.7,-12,14,0.024,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
-552,17,0.28,0.02,2.3,-4,-6,-0.015,0.7,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.017, 0.019]"
125,-8,0.02,0.1,-1.3,-8,-10,0.007,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.019, 0.02]"
-279,40,-0.07,0.16,-0.1,-10,-15,-0.002,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.017, 0.019]"
356,-42,0.06,-0.12,0.2,-6,14,-0.005,0.0,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0.0,0.0,0.0,-0.0005,"[0.012, 0.017]"
418,-18,0.21,0.07,0.6,-10,-5,-0.018000000000000002,0.4,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.02, 0.024]"
-210,-7,-0.08,0.21,0.3,-10,-15,-0.01,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,"[0.024, 0.078]"
239,-3,-0.41,0.05,-0.4,-15,-2,0.01,1.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.02, 0.024]"
135,-18,0.42,0.01,0.8,-10,3,0.007,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.019, 0.02]"
12,-80,-0.24,0.06,-0.8,-17,10,0.007,-0.4,-0.0009,-0.0009,-0.0009,-0.0009,-0.0001,0.0,0.0,0.0,-0.0009,"[0.02, 0.024]"
-199,-50,-0.14,0.04,1.5,-11,0,-0.021,-0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0001,0.0,-0.001,"[0.012, 0.017]"
-145,8,-0.17,0.02,0.4,-7,-1,-0.009,-0.2,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006,"[0.017, 0.019]"
-499,26,0.13,0.25,1.2,-7,-28,-0.025,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.02, 0.024]"
491,19,-0.06,-0.04,-0.9,-7,4,0.007,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
-157,-21,-0.26,0.14,1.1,-9,-8,-0.004,-1.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006,"[0.017, 0.019]"
421,-22,-0.25,0.02,0.3,-6,-2,-0.007,0.1,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006,"[0.024, 0.078]"
194,-32,0.09,0.01,1.6,-4,-2,-0.009,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.019, 0.02]"
226,-25,-0.27,-0.03,0.4,-6,3,-0.017,0.1,-0.0005,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,"[0.017, 0.019]"
-257,-43,-0.16,0.02,-0.2,-7,-4,0.012,0.6,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
-209,-55,-0.31,0.08,-0.7,-19,9,-0.024,0.8,-0.0022,-0.0022,-0.0022,-0.0022,0.0,0.0,0.0,0.0,-0.0022,"[0.024, 0.078]"
-442,-16,0.31,0.05,1.3,-5,-6,-0.007,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
-92,-30,-0.15,0.18,1.4,-13,-13,-0.021,-0.1,-0.0009,-0.001,-0.001,-0.0012,0.0001,0.0,0.0002,0.0,-0.0012,"[0.02, 0.024]"
-46,-37,-0.16,-0.13,0.8,-18,24,-0.005,2.5,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,"[0.017, 0.019]"
-16,28,0.09,0.08,-1.4,-7,-8,0.01,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.019, 0.02]"
-414,-65,-0.67,-0.09,0.3,-18,19,0.006,2.2,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,"[0.02, 0.024]"
-305,-37,-0.28,0.02,-0.6,-11,2,0.024,0.5,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.012, 0.017]"
253,-27,-0.18,-0.06,-1.1,-7,7,-0.003,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.02, 0.024]"
-45,-25,0.18,0.15,-0.6,-12,-10,0.001,-0.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.017, 0.019]"
40,-8,-0.68,0.2,0.0,-20,-3,-0.031,0.0,-0.0015,-0.0017,-0.0017,-0.0018,0.0002,0.0,0.0001,0.0,-0.0018,"[0.02, 0.024]"
38,-39,0.06,0.17,-0.3,-14,-4,0.001,-0.2,-0.0023,-0.0023,-0.0023,-0.0023,0.0,0.0,0.0,0.0,-0.0023,"[0.024, 0.078]"
-568,-35,-0.5,-0.12,1.2,-11,12,-0.013999999999999999,0.8,-0.001,-0.001,-0.001,-0.0011,0.0,0.0,0.0001,0.0,-0.0011,"[0.02, 0.024]"
615,-25,-0.35,0.01,0.4,-8,1,0.002,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.017, 0.019]"
-109,-35,0.2,0.04,0.9,-7,-3,-0.006,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.017, 0.019]"
-82,-12,0.16,0.04,1.6,-11,2,-0.003,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.019, 0.02]"
525,-33,0.23,0.13,-0.4,-11,-12,0.005,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.024, 0.078]"
185,-6,0.16,-0.13,-2.0,-9,15,0.021,0.2,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002,"[0.024, 0.078]"
-8,-34,-0.42,0.05,-0.9,-12,11,0.009,-1.5,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0001,0.0,-0.0006,"[0.017, 0.019]"
-135,2,0.21,0.25,1.3,-15,-16,-0.026000000000000002,-0.9,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,"[0.02, 0.024]"
108,-34,0.08,0.09,0.6,-16,6,-0.004,0.0,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,"[0.024, 0.078]"
-310,1,-0.15,0.01,2.2,-4,-1,-0.005,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.024, 0.078]"
301,-45,0.35,-0.02,1.6,-9,5,-0.007,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
41,-24,-0.47,0.09,-0.7,-20,12,0.013000000000000001,-0.4,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,"[0.024, 0.078]"
280,-9,0.2,-0.02,0.3,-11,4,0.013000000000000001,0.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
-76,4,-0.43,0.14,0.3,-14,-5,-0.016,-0.1,-0.0014,-0.0017,-0.0017,-0.0018,0.0003,0.0,0.0001,0.0,-0.0018,"[0.024, 0.078]"
-30,-8,0.05,0.36,1.0,-18,-19,-0.013999999999999999,-0.1,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,0.0,0.0,-0.0017,"[0.024, 0.078]"
259,13,-0.06,0.06,1.0,-10,-3,-0.013999999999999999,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.02, 0.024]"
3,-7,0.24,-0.07,-1.6,-9,19,0.011000000000000001,-1.8,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.024, 0.078]"
206,-34,0.35,-0.1,0.1,-14,16,-0.004,0.0,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,"[0.024, 0.078]"
-426,-20,-0.52,0.13,0.3,-13,-7,-0.018000000000000002,0.0,-0.0011,-0.0012,-0.0012,-0.0012,0.0001,0.0,0.0,0.0,-0.0012,"[0.017, 0.019]"
